Areaname,,,"New private housing units authorized by building permits - total 2010 (20,000-place universe)"
UNITED STATES,,,604610
ALABAMA,,,11261
Autauga, AL,,191
Baldwin, AL,,696
Barbour, AL,,10
Bibb, AL,,8
Blount, AL,,18
Bullock, AL,,1
Butler, AL,,3
Calhoun, AL,,107
Chambers, AL,,10
Cherokee, AL,,6
Chilton, AL,,22
Choctaw, AL,,1
Clarke, AL,,5
Clay, AL,,2
Cleburne, AL,,8
Coffee, AL,,239
Colbert, AL,,88
Conecuh, AL,,1
Coosa, AL,,0
Covington, AL,,12
Crenshaw, AL,,1
Cullman, AL,,24
Dale, AL,,136
Dallas, AL,,36
DeKalb, AL,,32
Elmore, AL,,128
Escambia, AL,,7
Etowah, AL,,105
Fayette, AL,,3
Franklin, AL,,12
Geneva, AL,,18
Greene, AL,,3
Hale, AL,,22
Henry, AL,,42
Houston, AL,,261
Jackson, AL,,18
Jefferson, AL,,1277
Lamar, AL,,1
Lauderdale, AL,,144
Lawrence, AL,,0
Lee, AL,,971
Limestone, AL,,138
Lowndes, AL,,3
Macon, AL,,5
Madison, AL,,2137
Marengo, AL,,32
Marion, AL,,7
Marshall, AL,,53
Mobile, AL,,1026
Monroe, AL,,1
Montgomery, AL,,671
Morgan, AL,,165
Perry, AL,,0
Pickens, AL,,4
Pike, AL,,88
Randolph, AL,,0
Russell, AL,,934
St. Clair, AL,,111
Shelby, AL,,473
Sumter, AL,,5
Talladega, AL,,116
Tallapoosa, AL,,9
Tuscaloosa, AL,,598
Walker, AL,,15
Washington, AL,,1
Wilcox, AL,,0
Winston, AL,,0
ALASKA,,,904
Aleutians East, AK,,0
Aleutians West, AK,,8
Anchorage, AK,,480
Bethel, AK,,10
Bristol Bay, AK,,1
Denali, AK,,0
Dillingham, AK,,0
Fairbanks North Star, AK,,42
Haines, AK,,6
Hoonah-Angoon, AK,,4
Juneau, AK,,53
Kenai Peninsula, AK,,89
Ketchikan Gateway, AK,,17
Kodiak Island, AK,,17
Lake and Peninsula, AK,,0
Matanuska-Susitna, AK,,53
Nome, AK,,1
North Slope, AK,,12
Northwest Arctic, AK,,4
Petersburg, AK,,5
Prince of Wales-Hyder, AK,,4
Sitka, AK,,13
Skagway, AK,,0
Southeast Fairbanks, AK,,0
Valdez-Cordova, AK,,19
Wade Hampton, AK,,0
Wrangell, AK,,0
Yakutat, AK,,2
Yukon-Koyukuk, AK,,0
ARIZONA,,,12370
Apache, AZ,,48
Cochise, AZ,,347
Coconino, AZ,,315
Gila, AZ,,73
Graham, AZ,,80
Greenlee, AZ,,4
La Paz, AZ,,16
Maricopa, AZ,,6703
Mohave, AZ,,262
Navajo, AZ,,140
Pima, AZ,,1938
Pinal, AZ,,1597
Santa Cruz, AZ,,53
Yavapai, AZ,,339
Yuma, AZ,,455
ARKANSAS,,,7177
Arkansas, AR,,17
Ashley, AR,,0
Baxter, AR,,17
Benton, AR,,769
Boone, AR,,71
Bradley, AR,,1
Calhoun, AR,,1
Carroll, AR,,10
Chicot, AR,,5
Clark, AR,,13
Clay, AR,,12
Cleburne, AR,,16
Cleveland, AR,,0
Columbia, AR,,8
Conway, AR,,8
Craighead, AR,,590
Crawford, AR,,104
Crittenden, AR,,42
Cross, AR,,8
Dallas, AR,,5
Desha, AR,,2
Drew, AR,,86
Faulkner, AR,,1070
Franklin, AR,,8
Fulton, AR,,0
Garland, AR,,38
Grant, AR,,39
Greene, AR,,168
Hempstead, AR,,5
Hot Spring, AR,,2
Howard, AR,,13
Independence, AR,,17
Izard, AR,,2
Jackson, AR,,6
Jefferson, AR,,124
Johnson, AR,,10
Lafayette, AR,,0
Lawrence, AR,,9
Lee, AR,,27
Lincoln, AR,,2
Little River, AR,,3
Logan, AR,,14
Lonoke, AR,,312
Madison, AR,,20
Marion, AR,,11
Miller, AR,,45
Mississippi, AR,,35
Monroe, AR,,1
Montgomery, AR,,0
Nevada, AR,,1
Newton, AR,,1
Ouachita, AR,,6
Perry, AR,,4
Phillips, AR,,2
Pike, AR,,0
Poinsett, AR,,21
Polk, AR,,37
Pope, AR,,133
Prairie, AR,,3
Pulaski, AR,,1283
Randolph, AR,,6
St. Francis, AR,,0
Saline, AR,,851
Scott, AR,,2
Searcy, AR,,0
Sebastian, AR,,462
Sevier, AR,,4
Sharp, AR,,3
Stone, AR,,9
Union, AR,,3
Van Buren, AR,,7
Washington, AR,,417
White, AR,,151
Woodruff, AR,,4
Yell, AR,,1
CALIFORNIA,,,43716
Alameda, CA,,1727
Alpine, CA,,4
Amador, CA,,29
Butte, CA,,512
Calaveras, CA,,45
Colusa, CA,,19
Contra Costa, CA,,1676
Del Norte, CA,,29
El Dorado, CA,,120
Fresno, CA,,2248
Glenn, CA,,45
Humboldt, CA,,191
Imperial, CA,,102
Inyo, CA,,8
Kern, CA,,1656
Kings, CA,,265
Lake, CA,,46
Lassen, CA,,13
Los Angeles, CA,,7260
Madera, CA,,192
Marin, CA,,186
Mariposa, CA,,45
Mendocino, CA,,157
Merced, CA,,106
Modoc, CA,,16
Mono, CA,,22
Monterey, CA,,279
Napa, CA,,110
Nevada, CA,,142
Orange, CA,,3134
Placer, CA,,1166
Plumas, CA,,35
Riverside, CA,,4547
Sacramento, CA,,1162
San Benito, CA,,47
San Bernardino, CA,,1789
San Diego, CA,,3494
San Francisco, CA,,779
San Joaquin, CA,,813
San Luis Obispo, CA,,468
San Mateo, CA,,253
Santa Barbara, CA,,400
Santa Clara, CA,,4132
Santa Cruz, CA,,158
Shasta, CA,,253
Sierra, CA,,7
Siskiyou, CA,,58
Solano, CA,,467
Sonoma, CA,,477
Stanislaus, CA,,292
Sutter, CA,,88
Tehama, CA,,77
Trinity, CA,,40
Tulare, CA,,1367
Tuolumne, CA,,57
Ventura, CA,,590
Yolo, CA,,254
Yuba, CA,,62
COLORADO,,,11591
Adams, CO,,662
Alamosa, CO,,38
Arapahoe, CO,,1279
Archuleta, CO,,37
Baca, CO,,2
Bent, CO,,0
Boulder, CO,,657
Broomfield, CO,,232
Chaffee, CO,,101
Cheyenne, CO,,1
Clear Creek, CO,,13
Conejos, CO,,17
Costilla, CO,,24
Crowley, CO,,4
Custer, CO,,67
Delta, CO,,10
Denver, CO,,1232
Dolores, CO,,0
Douglas, CO,,915
Eagle, CO,,61
Elbert, CO,,33
El Paso, CO,,1718
Fremont, CO,,53
Garfield, CO,,37
Gilpin, CO,,4
Grand, CO,,159
Gunnison, CO,,73
Hinsdale, CO,,11
Huerfano, CO,,30
Jackson, CO,,7
Jefferson, CO,,577
Kiowa, CO,,6
Kit Carson, CO,,2
Lake, CO,,19
La Plata, CO,,222
Larimer, CO,,1153
Las Animas, CO,,20
Lincoln, CO,,1
Logan, CO,,15
Mesa, CO,,408
Mineral, CO,,5
Moffat, CO,,7
Montezuma, CO,,14
Montrose, CO,,62
Morgan, CO,,22
Otero, CO,,3
Ouray, CO,,20
Park, CO,,95
Phillips, CO,,3
Pitkin, CO,,44
Prowers, CO,,2
Pueblo, CO,,234
Rio Blanco, CO,,22
Rio Grande, CO,,21
Routt, CO,,27
Saguache, CO,,35
San Juan, CO,,1
San Miguel, CO,,47
Sedgwick, CO,,0
Summit, CO,,117
Teller, CO,,42
Washington, CO,,5
Weld, CO,,863
Yuma, CO,,0
CONNECTICUT,,,3932
Fairfield, CT,,926
Hartford, CT,,810
Litchfield, CT,,164
Middlesex, CT,,279
New Haven, CT,,1019
New London, CT,,344
Tolland, CT,,190
Windham, CT,,200
DELAWARE,,,3072
Kent, DE,,813
New Castle, DE,,705
Sussex, DE,,1554
DISTRICT OF COLUMBIA,,,739
District of Columbia,,,739
FLORIDA,,,38679
Alachua, FL,,454
Baker, FL,,35
Bay, FL,,309
Bradford, FL,,31
Brevard, FL,,1144
Broward, FL,,1168
Calhoun, FL,,17
Charlotte, FL,,425
Citrus, FL,,199
Clay, FL,,551
Collier, FL,,1259
Columbia, FL,,84
DeSoto, FL,,96
Dixie, FL,,18
Duval, FL,,1501
Escambia, FL,,973
Flagler, FL,,278
Franklin, FL,,6
Gadsden, FL,,89
Gilchrist, FL,,36
Glades, FL,,8
Gulf, FL,,45
Hamilton, FL,,22
Hardee, FL,,12
Hendry, FL,,22
Hernando, FL,,242
Highlands, FL,,154
Hillsborough, FL,,3950
Holmes, FL,,16
Indian River, FL,,307
Jackson, FL,,58
Jefferson, FL,,21
Lafayette, FL,,19
Lake, FL,,552
Lee, FL,,1276
Leon, FL,,434
Levy, FL,,56
Liberty, FL,,12
Madison, FL,,27
Manatee, FL,,1247
Marion, FL,,481
Martin, FL,,199
Miami-Dade, FL,,3203
Monroe, FL,,271
Nassau, FL,,251
Okaloosa, FL,,547
Okeechobee, FL,,48
Orange, FL,,2880
Osceola, FL,,892
Palm Beach, FL,,1506
Pasco, FL,,1612
Pinellas, FL,,697
Polk, FL,,1200
Putnam, FL,,36
St. Johns, FL,,1268
St. Lucie, FL,,293
Santa Rosa, FL,,781
Sarasota, FL,,708
Seminole, FL,,930
Sumter, FL,,2420
Suwannee, FL,,50
Taylor, FL,,33
Union, FL,,13
Volusia, FL,,715
Wakulla, FL,,81
Walton, FL,,388
Washington, FL,,23
GEORGIA,,,17265
Appling, GA,,2
Atkinson, GA,,0
Bacon, GA,,0
Baker, GA,,0
Baldwin, GA,,61
Banks, GA,,42
Barrow, GA,,62
Bartow, GA,,144
Ben Hill, GA,,36
Berrien, GA,,28
Bibb, GA,,210
Bleckley, GA,,9
Brantley, GA,,22
Brooks, GA,,24
Bryan, GA,,223
Bulloch, GA,,207
Burke, GA,,41
Butts, GA,,9
Calhoun, GA,,1
Camden, GA,,96
Candler, GA,,0
Carroll, GA,,149
Catoosa, GA,,123
Charlton, GA,,17
Chatham, GA,,957
Chattahoochee, GA,,6
Chattooga, GA,,0
Cherokee, GA,,549
Clarke, GA,,94
Clay, GA,,10
Clayton, GA,,143
Clinch, GA,,5
Cobb, GA,,1013
Coffee, GA,,108
Colquitt, GA,,67
Columbia, GA,,1285
Cook, GA,,22
Coweta, GA,,416
Crawford, GA,,15
Crisp, GA,,75
Dade, GA,,1
Dawson, GA,,35
Decatur, GA,,89
DeKalb, GA,,432
Dodge, GA,,12
Dooly, GA,,0
Dougherty, GA,,54
Douglas, GA,,72
Early, GA,,12
Echols, GA,,3
Effingham, GA,,121
Elbert, GA,,18
Emanuel, GA,,5
Evans, GA,,14
Fannin, GA,,106
Fayette, GA,,82
Floyd, GA,,55
Forsyth, GA,,1125
Franklin, GA,,1
Fulton, GA,,1101
Gilmer, GA,,91
Glascock, GA,,0
Glynn, GA,,307
Gordon, GA,,33
Grady, GA,,20
Greene, GA,,124
Gwinnett, GA,,1239
Habersham, GA,,35
Hall, GA,,184
Hancock, GA,,12
Haralson, GA,,17
Harris, GA,,88
Hart, GA,,29
Heard, GA,,11
Henry, GA,,260
Houston, GA,,646
Irwin, GA,,19
Jackson, GA,,82
Jasper, GA,,36
Jeff Davis, GA,,0
Jefferson, GA,,19
Jenkins, GA,,8
Johnson, GA,,0
Jones, GA,,25
Lamar, GA,,80
Lanier, GA,,68
Laurens, GA,,60
Lee, GA,,111
Liberty, GA,,111
Lincoln, GA,,16
Long, GA,,0
Lowndes, GA,,757
Lumpkin, GA,,56
McDuffie, GA,,33
McIntosh, GA,,75
Macon, GA,,1
Madison, GA,,58
Marion, GA,,17
Meriwether, GA,,29
Miller, GA,,4
Mitchell, GA,,34
Monroe, GA,,110
Montgomery, GA,,9
Morgan, GA,,33
Murray, GA,,31
Muscogee, GA,,339
Newton, GA,,58
Oconee, GA,,74
Oglethorpe, GA,,0
Paulding, GA,,265
Peach, GA,,78
Pickens, GA,,28
Pierce, GA,,34
Pike, GA,,17
Polk, GA,,94
Pulaski, GA,,14
Putnam, GA,,35
Quitman, GA,,5
Rabun, GA,,65
Randolph, GA,,1
Richmond, GA,,378
Rockdale, GA,,40
Schley, GA,,0
Screven, GA,,7
Seminole, GA,,53
Spalding, GA,,118
Stephens, GA,,2
Stewart, GA,,1
Sumter, GA,,19
Talbot, GA,,6
Taliaferro, GA,,2
Tattnall, GA,,21
Taylor, GA,,10
Telfair, GA,,0
Terrell, GA,,14
Thomas, GA,,72
Tift, GA,,47
Toombs, GA,,21
Towns, GA,,59
Treutlen, GA,,6
Troup, GA,,140
Turner, GA,,7
Twiggs, GA,,8
Union, GA,,68
Upson, GA,,71
Walker, GA,,75
Walton, GA,,45
Ware, GA,,76
Warren, GA,,0
Washington, GA,,4
Wayne, GA,,3
Webster, GA,,0
Wheeler, GA,,0
White, GA,,40
Whitfield, GA,,70
Wilcox, GA,,0
Wilkes, GA,,17
Wilkinson, GA,,2
Worth, GA,,69
HAWAII,,,3442
Hawaii, HI,,1102
Honolulu, HI,,1891
Kalawao, HI,,0
Kauai, HI,,172
Maui, HI,,277
IDAHO,,,4153
Ada, ID,,1285
Adams, ID,,13
Bannock, ID,,140
Bear Lake, ID,,27
Benewah, ID,,19
Bingham, ID,,61
Blaine, ID,,24
Boise, ID,,24
Bonner, ID,,17
Bonneville, ID,,325
Boundary, ID,,29
Butte, ID,,1
Camas, ID,,4
Canyon, ID,,360
Caribou, ID,,7
Cassia, ID,,37
Clark, ID,,2
Clearwater, ID,,20
Custer, ID,,12
Elmore, ID,,37
Franklin, ID,,52
Fremont, ID,,52
Gem, ID,,13
Gooding, ID,,12
Idaho, ID,,4
Jefferson, ID,,65
Jerome, ID,,54
Kootenai, ID,,627
Latah, ID,,107
Lemhi, ID,,20
Lewis, ID,,0
Lincoln, ID,,3
Madison, ID,,249
Minidoka, ID,,40
Nez Perce, ID,,48
Oneida, ID,,19
Owyhee, ID,,11
Payette, ID,,38
Power, ID,,9
Shoshone, ID,,2
Teton, ID,,16
Twin Falls, ID,,199
Valley, ID,,46
Washington, ID,,23
ILLINOIS,,,12318
Adams, IL,,139
Alexander, IL,,0
Bond, IL,,28
Boone, IL,,42
Brown, IL,,0
Bureau, IL,,27
Calhoun, IL,,3
Carroll, IL,,18
Cass, IL,,3
Champaign, IL,,478
Christian, IL,,35
Clark, IL,,5
Clay, IL,,3
Clinton, IL,,104
Coles, IL,,127
Cook, IL,,2734
Crawford, IL,,7
Cumberland, IL,,2
DeKalb, IL,,51
De Witt, IL,,24
Douglas, IL,,26
DuPage, IL,,618
Edgar, IL,,6
Edwards, IL,,0
Effingham, IL,,147
Fayette, IL,,4
Ford, IL,,10
Franklin, IL,,15
Fulton, IL,,32
Gallatin, IL,,0
Greene, IL,,1
Grundy, IL,,86
Hamilton, IL,,0
Hancock, IL,,3
Hardin, IL,,0
Henderson, IL,,17
Henry, IL,,28
Iroquois, IL,,44
Jackson, IL,,65
Jasper, IL,,0
Jefferson, IL,,0
Jersey, IL,,65
Jo Daviess, IL,,37
Johnson, IL,,3
Kane, IL,,565
Kankakee, IL,,71
Kendall, IL,,177
Knox, IL,,7
Lake, IL,,698
LaSalle, IL,,77
Lawrence, IL,,0
Lee, IL,,29
Livingston, IL,,29
Logan, IL,,17
McDonough, IL,,9
McHenry, IL,,305
McLean, IL,,427
Macon, IL,,101
Macoupin, IL,,48
Madison, IL,,483
Marion, IL,,0
Marshall, IL,,13
Mason, IL,,8
Massac, IL,,1
Menard, IL,,9
Mercer, IL,,10
Monroe, IL,,131
Montgomery, IL,,24
Morgan, IL,,8
Moultrie, IL,,33
Ogle, IL,,97
Peoria, IL,,455
Perry, IL,,26
Piatt, IL,,41
Pike, IL,,15
Pope, IL,,0
Pulaski, IL,,8
Putnam, IL,,15
Randolph, IL,,50
Richland, IL,,10
Rock Island, IL,,237
St. Clair, IL,,1023
Saline, IL,,0
Sangamon, IL,,390
Schuyler, IL,,0
Scott, IL,,0
Shelby, IL,,99
Stark, IL,,0
Stephenson, IL,,27
Tazewell, IL,,242
Union, IL,,27
Vermilion, IL,,13
Wabash, IL,,1
Warren, IL,,57
Washington, IL,,31
Wayne, IL,,1
White, IL,,0
Whiteside, IL,,50
Will, IL,,618
Williamson, IL,,128
Winnebago, IL,,257
Woodford, IL,,83
INDIANA,,,13083
Adams, IN,,44
Allen, IN,,721
Bartholomew, IN,,131
Benton, IN,,7
Blackford, IN,,8
Boone, IN,,767
Brown, IN,,136
Carroll, IN,,37
Cass, IN,,15
Clark, IN,,276
Clay, IN,,15
Clinton, IN,,13
Crawford, IN,,0
Daviess, IN,,42
Dearborn, IN,,68
Decatur, IN,,31
DeKalb, IN,,70
Delaware, IN,,50
Dubois, IN,,81
Elkhart, IN,,234
Fayette, IN,,4
Floyd, IN,,133
Fountain, IN,,5
Franklin, IN,,26
Fulton, IN,,10
Gibson, IN,,45
Grant, IN,,46
Greene, IN,,0
Hamilton, IN,,1975
Hancock, IN,,151
Harrison, IN,,88
Hendricks, IN,,631
Henry, IN,,22
Howard, IN,,13
Huntington, IN,,79
Jackson, IN,,111
Jasper, IN,,80
Jay, IN,,14
Jefferson, IN,,37
Jennings, IN,,37
Johnson, IN,,651
Knox, IN,,17
Kosciusko, IN,,193
LaGrange, IN,,74
Lake, IN,,818
LaPorte, IN,,228
Lawrence, IN,,8
Madison, IN,,80
Marion, IN,,1404
Marshall, IN,,88
Martin, IN,,0
Miami, IN,,10
Monroe, IN,,261
Montgomery, IN,,42
Morgan, IN,,89
Newton, IN,,18
Noble, IN,,66
Ohio, IN,,15
Orange, IN,,5
Owen, IN,,2
Parke, IN,,29
Perry, IN,,38
Pike, IN,,34
Porter, IN,,251
Posey, IN,,60
Pulaski, IN,,13
Putnam, IN,,63
Randolph, IN,,12
Ripley, IN,,68
Rush, IN,,10
St. Joseph, IN,,311
Scott, IN,,44
Shelby, IN,,54
Spencer, IN,,38
Starke, IN,,31
Steuben, IN,,71
Sullivan, IN,,1
Switzerland, IN,,44
Tippecanoe, IN,,487
Tipton, IN,,5
Union, IN,,0
Vanderburgh, IN,,277
Vermillion, IN,,9
Vigo, IN,,164
Wabash, IN,,23
Warren, IN,,11
Warrick, IN,,197
Washington, IN,,31
Wayne, IN,,149
Wells, IN,,71
White, IN,,72
Whitley, IN,,93
IOWA,,,7607
Adair, IA,,4
Adams, IA,,2
Allamakee, IA,,34
Appanoose, IA,,8
Audubon, IA,,30
Benton, IA,,16
Black Hawk, IA,,318
Boone, IA,,32
Bremer, IA,,59
Buchanan, IA,,25
Buena Vista, IA,,12
Butler, IA,,29
Calhoun, IA,,8
Carroll, IA,,29
Cass, IA,,11
Cedar, IA,,32
Cerro Gordo, IA,,51
Cherokee, IA,,12
Chickasaw, IA,,7
Clarke, IA,,60
Clay, IA,,16
Clayton, IA,,21
Clinton, IA,,80
Crawford, IA,,20
Dallas, IA,,265
Davis, IA,,3
Decatur, IA,,4
Delaware, IA,,10
Des Moines, IA,,33
Dickinson, IA,,92
Dubuque, IA,,548
Emmet, IA,,25
Fayette, IA,,5
Floyd, IA,,12
Franklin, IA,,2
Fremont, IA,,12
Greene, IA,,13
Grundy, IA,,14
Guthrie, IA,,4
Hamilton, IA,,1
Hancock, IA,,9
Hardin, IA,,4
Harrison, IA,,20
Henry, IA,,18
Howard, IA,,7
Humboldt, IA,,9
Ida, IA,,12
Iowa, IA,,10
Jackson, IA,,20
Jasper, IA,,32
Jefferson, IA,,9
Johnson, IA,,519
Jones, IA,,21
Keokuk, IA,,4
Kossuth, IA,,19
Lee, IA,,133
Linn, IA,,818
Louisa, IA,,14
Lucas, IA,,3
Lyon, IA,,20
Madison, IA,,35
Mahaska, IA,,10
Marion, IA,,48
Marshall, IA,,14
Mills, IA,,16
Mitchell, IA,,24
Monona, IA,,15
Monroe, IA,,16
Montgomery, IA,,9
Muscatine, IA,,46
O'Brien, IA,,7
Osceola, IA,,1
Page, IA,,13
Palo Alto, IA,,4
Plymouth, IA,,44
Pocahontas, IA,,4
Polk, IA,,2233
Pottawattamie, IA,,168
Poweshiek, IA,,19
Ringgold, IA,,2
Sac, IA,,3
Scott, IA,,427
Shelby, IA,,11
Sioux, IA,,88
Story, IA,,167
Tama, IA,,15
Taylor, IA,,2
Union, IA,,5
Van Buren, IA,,1
Wapello, IA,,26
Warren, IA,,278
Washington, IA,,34
Wayne, IA,,0
Webster, IA,,23
Winnebago, IA,,2
Winneshiek, IA,,41
Woodbury, IA,,86
Worth, IA,,4
Wright, IA,,6
KANSAS,,,5140
Allen, KS,,16
Anderson, KS,,7
Atchison, KS,,4
Barber, KS,,1
Barton, KS,,7
Bourbon, KS,,1
Brown, KS,,1
Butler, KS,,147
Chase, KS,,0
Chautauqua, KS,,0
Cherokee, KS,,4
Cheyenne, KS,,0
Clark, KS,,2
Clay, KS,,7
Cloud, KS,,4
Coffey, KS,,29
Comanche, KS,,0
Cowley, KS,,37
Crawford, KS,,47
Decatur, KS,,1
Dickinson, KS,,33
Doniphan, KS,,7
Douglas, KS,,288
Edwards, KS,,0
Elk, KS,,0
Ellis, KS,,54
Ellsworth, KS,,0
Finney, KS,,18
Ford, KS,,52
Franklin, KS,,33
Geary, KS,,229
Gove, KS,,0
Graham, KS,,5
Grant, KS,,5
Gray, KS,,34
Greeley, KS,,1
Greenwood, KS,,0
Hamilton, KS,,0
Harper, KS,,4
Harvey, KS,,55
Haskell, KS,,0
Hodgeman, KS,,0
Jackson, KS,,19
Jefferson, KS,,36
Jewell, KS,,0
Johnson, KS,,1053
Kearny, KS,,4
Kingman, KS,,11
Kiowa, KS,,1
Labette, KS,,15
Lane, KS,,0
Leavenworth, KS,,103
Lincoln, KS,,0
Linn, KS,,23
Logan, KS,,0
Lyon, KS,,27
McPherson, KS,,56
Marion, KS,,20
Marshall, KS,,29
Meade, KS,,1
Miami, KS,,38
Mitchell, KS,,2
Montgomery, KS,,6
Morris, KS,,3
Morton, KS,,0
Nemaha, KS,,9
Neosho, KS,,62
Ness, KS,,0
Norton, KS,,0
Osage, KS,,24
Osborne, KS,,0
Ottawa, KS,,4
Pawnee, KS,,12
Phillips, KS,,0
Pottawatomie, KS,,90
Pratt, KS,,1
Rawlins, KS,,0
Reno, KS,,63
Republic, KS,,1
Rice, KS,,28
Riley, KS,,511
Rooks, KS,,3
Rush, KS,,1
Russell, KS,,2
Saline, KS,,98
Scott, KS,,3
Sedgwick, KS,,1036
Seward, KS,,58
Shawnee, KS,,285
Sheridan, KS,,0
Sherman, KS,,0
Smith, KS,,4
Stafford, KS,,6
Stanton, KS,,0
Stevens, KS,,0
Sumner, KS,,21
Thomas, KS,,0
Trego, KS,,2
Wabaunsee, KS,,17
Wallace, KS,,0
Washington, KS,,2
Wichita, KS,,0
Wilson, KS,,2
Woodson, KS,,1
Wyandotte, KS,,214
KENTUCKY,,,7986
Adair, KY,,8
Allen, KY,,0
Anderson, KY,,57
Ballard, KY,,0
Barren, KY,,156
Bath, KY,,0
Bell, KY,,22
Boone, KY,,450
Bourbon, KY,,33
Boyd, KY,,15
Boyle, KY,,47
Bracken, KY,,0
Breathitt, KY,,1
Breckinridge, KY,,6
Bullitt, KY,,293
Butler, KY,,0
Caldwell, KY,,3
Calloway, KY,,46
Campbell, KY,,143
Carlisle, KY,,0
Carroll, KY,,0
Carter, KY,,3
Casey, KY,,1
Christian, KY,,115
Clark, KY,,49
Clay, KY,,0
Clinton, KY,,0
Crittenden, KY,,5
Cumberland, KY,,0
Daviess, KY,,332
Edmonson, KY,,0
Elliott, KY,,0
Estill, KY,,5
Fayette, KY,,822
Fleming, KY,,2
Floyd, KY,,2
Franklin, KY,,50
Fulton, KY,,1
Gallatin, KY,,37
Garrard, KY,,1
Grant, KY,,32
Graves, KY,,2
Grayson, KY,,21
Green, KY,,1
Greenup, KY,,14
Hancock, KY,,5
Hardin, KY,,1209
Harlan, KY,,0
Harrison, KY,,21
Hart, KY,,52
Henderson, KY,,63
Henry, KY,,28
Hickman, KY,,0
Hopkins, KY,,82
Jackson, KY,,0
Jefferson, KY,,1003
Jessamine, KY,,222
Johnson, KY,,1
Kenton, KY,,260
Knott, KY,,0
